MODEL,SCENARIO,REGION,VARIABLE,UNIT,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Female|Aged85-89|Secondary Education,million,,,,,,,,,,,,,1.743961306,1.854275791,1.715930828,1.879134157,2.316589639,2.882268851,3.346070961,4.068561688,4.339233749,3.92918948,4.088361173,4.257550328,4.223965398,4.078973913,3.754638503,3.254486716,3.186734497,3.160036747,2.852250626,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Female|Aged85-89|Tertiary Education,million,,,,,,,,,,,,,0.351477906,0.440493238,0.470004607,0.633219814,1.033848997,1.749406636,2.300287065,2.69528079,3.038475873,3.152657983,3.473621812,3.871814192,5.691688059,6.746989356,7.400429817,7.39339729,8.091920092,8.745234832,8.434931583,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Female|Aged90-94,million,,,,,,,,,,,,,1.096856,1.366074297,1.521949679,1.478813802,1.731221938,2.356604304,3.358864504,4.23336291,5.270045603,5.977227114,5.951710666,6.568896218,7.166382277,8.871653943,9.724584578,10.00719015,9.541631321,10.09645351,10.64806954,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Female|Aged90-94|No Education,million,,,,,,,,,,,,,0.018695668,0.020500333,0.022147043,0.018860138,0.018638878,0.016054796,0.019227392,0.023147792,0.024552854,0.028828674,0.023126923,0.023875063,0.029284298,0.016601599,0.00877933,0.007966313,0.006420645,0.005686802,0.005707371,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Female|Aged90-94|Primary Education,million,,,,,,,,,,,,,0.171614058,0.166972782,0.153912103,0.120596465,0.104949397,0.10054901,0.1118923,0.118624682,0.142285728,0.165662796,0.172492409,0.199955895,0.12574222,0.083310927,0.070916098,0.060195419,0.048115061,0.042404407,0.036904264,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Female|Aged90-94|Secondary Education,million,,,,,,,,,,,,,0.753421836,0.977779691,1.083363446,1.046699376,1.19605578,1.538780401,1.992858742,2.404427909,3.045146929,3.374183067,3.168079908,3.404483216,3.645917285,3.70975676,3.6069948,3.319051035,2.875955079,2.81522208,2.790909215,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Female|Aged90-94|Tertiary Education,million,,,,,,,,,,,,,0.153124437,0.20082149,0.262527086,0.292657823,0.411577882,0.701220097,1.23488607,1.687162528,2.058060092,2.408552576,2.588011427,2.940582045,3.365438475,5.061984657,6.03789435,6.619977386,6.611140536,7.233140218,7.814548686,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Female|Aged95-99,million,,,,,,,,,,,,,0.297021,0.437196362,0.575348546,0.679657931,0.69958432,0.872372166,1.257707494,1.901184211,2.55777665,3.382003797,4.064943582,4.2677938,4.933229988,5.612894174,7.048811379,7.730833453,7.957613875,7.588148779,8.029323783,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Female|Aged95-99|No Education,million,,,,,,,,,,,,,0.00566365,0.007103986,0.008174962,0.0092963,0.00831842,0.008682758,0.007842477,0.009871713,0.012608851,0.014153121,0.017573063,0.014858744,0.016106411,0.020684901,0.011882889,0.006279165,0.005693553,0.004585744,0.004059117,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Female|Aged95-99|Primary Education,million,,,,,,,,,,,,,0.062050747,0.066405758,0.067929428,0.066052991,0.054497348,0.050207695,0.050570819,0.05929659,0.066834425,0.084980846,0.104826874,0.115141124,0.140140601,0.092152419,0.06186647,0.05267373,0.044673619,0.035683552,0.031428923,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Female|Aged95-99|Secondary Education,million,,,,,,,,,,,,,0.198357619,0.301441501,0.412959011,0.484625839,0.49538721,0.601846764,0.817977502,1.120963165,1.442057278,1.939776324,2.277320444,2.253480998,2.536794086,2.831571085,2.916954743,2.83462033,2.606997537,2.257839533,2.209204638,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Female|Aged95-99|Tertiary Education,million,,,,,,,,,,,,,0.030948984,0.062245117,0.086285144,0.1196828,0.141381342,0.211634949,0.381316697,0.711052744,1.036276096,1.343093505,1.665223202,1.884312934,2.24018889,2.668485769,4.058107277,4.837260229,5.300249167,5.29003995,5.784631104,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male,million,,,,,,,,,,,,,153.139563,159.6992732,166.550667,173.426737,180.0207902,186.364483,192.4526181,198.1485184,203.5867761,208.9279583,214.2502712,219.3042523,223.940868,228.051293,231.5016757,234.2793132,236.4636323,237.3704382,236.6557006,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged0-4,million,,,,,,,,,,,,,11.066899,10.3323976,10.70473923,10.87778771,10.85843864,10.98074278,11.14298026,11.155299,11.11058522,11.10638064,11.11105094,11.10248799,11.06406281,10.96572317,10.81284104,10.64379075,10.47878864,10.31101385,10.1246135,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged0-4|No Education,million,,,,,,,,,,,,,11.066899,10.3323976,10.70473923,10.87778771,10.85843864,10.98074278,11.14298026,11.155299,11.11058522,11.10638064,11.11105094,11.10248799,11.06406281,10.96572317,10.81284104,10.64379075,10.47878864,10.31101385,10.1246135,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged10-14,million,,,,,,,,,,,,,10.126427,10.78915756,11.39345347,10.66692093,11.01376909,11.16023588,11.11714517,11.22680903,11.37802012,11.37861577,11.31862914,11.29105819,11.26554399,11.22846372,11.16333243,11.0397751,10.86347523,10.67294024,10.48802734,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged10-14|No Education,million,,,,,,,,,,,,,10.126427,10.78915756,11.39345347,10.66692093,11.01376909,11.16023588,11.11714517,11.22680903,11.37802012,11.37861577,11.31862914,11.29105819,11.26554399,11.22846372,11.16333243,11.0397751,10.86347523,10.67294024,10.48802734,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged100+,million,,,,,,,,,,,,,0.009089,0.018545113,0.034616078,0.055791556,0.07353935,0.093640623,0.130084997,0.207900634,0.359848574,0.568990708,0.889807354,1.297043484,1.699167414,2.306917188,3.143359948,4.662465552,6.501972067,8.192728434,9.139197591,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged100+|No Education,million,,,,,,,,,,,,,1.97E-04,3.58E-04,5.53E-04,7.68E-04,9.03E-04,9.29E-04,9.84E-04,0.001124268,0.001498847,0.002131797,0.00318304,0.004265175,0.005298624,0.006968584,0.008811393,0.007999615,0.005625958,0.004645794,0.003973789,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged100+|Primary Education,million,,,,,,,,,,,,,0.002176244,0.003741259,0.005583884,0.007175967,0.008149406,0.007840511,0.008000991,0.00914905,0.010889628,0.013731229,0.020648641,0.031974778,0.042885785,0.062437641,0.063979926,0.062395444,0.062987072,0.061638494,0.05524241,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged100+|Secondary Education,million,,,,,,,,,,,,,0.005105537,0.01072207,0.020542759,0.033393085,0.043631358,0.054911821,0.076184245,0.115293495,0.183337987,0.304380417,0.503757302,0.730940964,0.932218911,1.256949811,1.708199767,2.275531924,2.885510535,3.323608779,3.403380075,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged100+|Tertiary Education,million,,,,,,,,,,,,,0.001609724,0.003723988,0.007936077,0.014454613,0.020855721,0.029959656,0.044915378,0.082333821,0.164122113,0.248747265,0.36221837,0.529862568,0.718764095,0.980561152,1.362368863,2.316538568,3.547848502,4.802835367,5.676601317,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged15-19,million,,,,,,,,,,,,,11.116259,10.17700463,10.83839946,11.44578274,10.72532255,11.06976129,11.21367472,11.16835705,11.27726353,11.42793577,11.42746949,11.35976247,11.32535441,11.29331139,11.24990475,11.17868288,11.04929217,10.86751903,10.67168857,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged15-19|No Education,million,,,,,,,,,,,,,0.027302396,0.013285071,0.011564223,0.010168717,0.008421209,0.008156309,0.007820707,0.00744467,0.007266045,0.007185124,0.007066004,0.006951827,0.006877327,0.006818899,0.006764687,0.00670206,0.006616945,0.006508089,0.006390815,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged15-19|Primary Education,million,,,,,,,,,,,,,2.041077819,1.54063927,1.580219815,1.614442285,1.469642074,1.477634594,1.461954852,1.425449263,1.412711003,1.408064983,1.387336191,1.367335138,1.352863796,1.339913491,1.326663021,1.311046284,1.289605137,1.262963457,1.235300413,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged15-19|Secondary Education,million,,,,,,,,,,,,,9.047878785,8.623080292,9.246615418,9.821171743,9.247259266,9.583970385,9.743899161,9.735463119,9.857286478,10.01268566,10.0330673,9.985475509,9.965613284,9.946578996,9.916477041,9.860934538,9.753070085,9.598047484,9.429997342,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged15-19|Tertiary Education,million,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged20-24,million,,,,,,,,,,,,,11.151532,11.15056943,10.2220838,10.88535803,11.49934837,10.78767041,11.13264145,11.27645514,11.2314132,11.34198,11.4935387,11.48312669,11.40573877,11.3626414,11.32220459,11.27056737,11.19139655,11.05388232,10.86430566,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged20-24|No Education,million,,,,,,,,,,,,,0.018892498,0.011169355,0.008690827,0.007665097,0.006978594,0.006108062,0.006326462,0.006431561,0.006429151,0.006515951,0.006626844,0.00662084,0.006576221,0.006551372,0.006528057,0.006498285,0.006452637,0.00637335,0.006264046,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged20-24|Primary Education,million,,,,,,,,,,,,,1.235632519,0.842915586,0.692463524,0.665026571,0.637304549,0.545516065,0.515332688,0.47904564,0.438721533,0.408693932,0.383020599,0.363781166,0.345068014,0.329312784,0.315219266,0.30218126,0.289624136,0.27681629,0.26393187,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged20-24|Secondary Education,million,,,,,,,,,,,,,7.151497331,6.496703069,5.807165033,6.046445319,6.260725352,5.76731915,5.853028763,5.836445302,5.726743919,5.701522046,5.699965021,5.647536914,5.566495051,5.506393161,5.451155298,5.393735365,5.326127809,5.233538651,5.119371371,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged20-24|Tertiary Education,million,,,,,,,,,,,,,2.745509651,3.799781423,3.71376442,4.166221048,4.594339873,4.468727135,4.757953542,4.954532637,5.059518594,5.225248069,5.403926236,5.465187771,5.487599487,5.520384087,5.549301972,5.568152457,5.569191972,5.537154029,5.47473837,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged25-29,million,,,,,,,,,,,,,11.325247,11.75680784,11.74366876,10.82391307,11.49215176,12.13167664,11.41609027,11.74508954,11.86781816,11.79760762,11.89720465,11.96638982,11.87186328,11.71575344,11.60228962,11.49588008,11.38170553,11.24320713,11.05034666,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged25-29|No Education,million,,,,,,,,,,,,,0.054365965,0.012632439,0.01123382,0.008770671,0.007700449,0.007060757,0.006228143,0.006433257,0.006526373,0.006513503,0.006594448,0.006632796,0.006580402,0.006493872,0.006430981,0.006372,0.006308714,0.006231947,0.006125047,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged25-29|Primary Education,million,,,,,,,,,,,,,0.382485833,0.207982956,0.163809924,0.119671781,0.100229976,0.08261464,0.06048621,0.047338101,0.035559936,0.025752522,0.018882051,0.014585091,0.011295268,0.009210449,0.007699754,0.006599183,0.005798061,0.005210456,0.0049253,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged25-29|Secondary Education,million,,,,,,,,,,,,,7.277555512,6.574831632,6.203767537,5.422041389,5.484163012,5.538804862,5.003267796,4.954350861,4.827118741,4.632272754,4.515617496,4.443509235,4.32038766,4.184374906,4.072407019,3.97034254,3.872186003,3.771798661,3.658785738,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged25-29|Tertiary Education,million,,,,,,,,,,,,,3.61083969,4.961360816,5.364857482,5.273429229,5.900058322,6.503196382,6.346108117,6.736967319,6.998613111,7.133068838,7.356110656,7.501662698,7.533599953,7.515674209,7.515751862,7.512566359,7.497412748,7.459966064,7.380510578,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged30-34,million,,,,,,,,,,,,,10.117037,11.80780842,12.28049178,12.27225715,11.38205977,12.03806472,12.69428245,11.99742592,12.30109815,12.3954422,12.29610478,12.32697424,12.32512251,12.15913014,11.93617923,11.76212474,11.59843208,11.42935016,11.23947659,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged30-34|No Education,million,,,,,,,,,,,,,0.063317782,0.034831288,0.013177901,0.011697369,0.009169692,0.008006325,0.007387047,0.006571472,0.006764643,0.00684357,0.006815553,0.006832663,0.006831637,0.00673963,0.006616051,0.006519575,0.006428843,0.006335123,0.006229879,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged30-34|Primary Education,million,,,,,,,,,,,,,0.304174305,0.215421633,0.166655906,0.130910322,0.095867336,0.079662922,0.06542957,0.048131498,0.037700604,0.028469059,0.020854854,0.016250454,0.012803027,0.010156217,0.008450379,0.007217075,0.006316171,0.005655095,0.005162989,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged30-34|Secondary Education,million,,,,,,,,,,,,,5.826262464,5.877818594,5.590114261,5.083850368,4.305612772,4.178577981,4.062432192,3.552655424,3.379129338,3.162698586,2.914159062,2.776591515,2.647300084,2.497368522,2.349765674,2.224275409,2.111206856,2.006363124,1.906220198,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged30-34|Tertiary Education,million,,,,,,,,,,,,,3.923282449,5.679736907,6.510543707,7.045799089,6.97140997,7.771817497,8.559033639,8.390067523,8.877503569,9.197430989,9.354275308,9.527299607,9.658187764,9.644865771,9.571347129,9.524112676,9.474480213,9.410996821,9.321863527,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged35-39,million,,,,,,,,,,,,,10.304357,10.3837899,12.08669833,12.59452639,12.59493701,11.73611673,12.38419964,13.05222719,12.37654222,12.66295447,12.73850038,12.59168517,12.57864401,12.53071005,12.31773318,12.05028997,11.83519621,11.63190759,11.42523573,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged35-39|No Education,million,,,,,,,,,,,,,0.070261471,0.064630231,0.035467901,0.013449838,0.011951989,0.00941737,0.008207104,0.007571152,0.006760371,0.006947118,0.007018906,0.006967823,0.006962648,0.006937958,0.006821584,0.006674756,0.006556658,0.006444369,0.00632984,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged35-39|Primary Education,million,,,,,,,,,,,,,0.488522776,0.311168318,0.21981921,0.170432843,0.134000877,0.098615564,0.081778727,0.067146287,0.049569869,0.038753799,0.029221031,0.021334039,0.016567794,0.013007239,0.010282662,0.008527167,0.007259237,0.006332245,0.005651071,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged35-39|Secondary Education,million,,,,,,,,,,,,,5.89659993,5.978419585,6.014592464,5.730981307,5.215646482,4.438024484,4.297347315,4.175754211,3.663966533,3.477748758,3.249609502,2.98373841,2.832911426,2.691178866,2.529737313,2.372079426,2.237985617,2.117207948,2.005551987,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged35-39|Tertiary Education,million,,,,,,,,,,,,,3.848972823,4.029571763,5.816818756,6.679662402,7.23333766,7.190059316,7.996866499,8.801755545,8.656245448,9.139504795,9.452650938,9.5796449,9.722202141,9.819585991,9.770891625,9.663008625,9.583394703,9.501923028,9.407702833,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged40-44,million,,,,,,,,,,,,,10.31981,10.41189267,10.5285585,12.23958695,12.77710982,12.79135476,11.95986294,12.60837797,13.28917774,12.62938898,12.90749828,12.95491081,12.77462909,12.73064599,12.64998165,12.40355184,12.10424992,11.85883063,11.6267151,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged40-44|No Education,million,,,,,,,,,,,,,0.071484684,0.070463984,0.065080223,0.035685919,0.01356518,0.012074586,0.009552138,0.008321033,0.007680897,0.006877282,0.00706291,0.007122805,0.007056539,0.007036735,0.006996066,0.006863046,0.006700112,0.006565752,0.006437537,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged40-44|Primary Education,million,,,,,,,,,,,,,0.449003301,0.491445844,0.314205289,0.221741294,0.172308761,0.135666575,0.100216846,0.083053527,0.068218702,0.050489459,0.03944032,0.029678413,0.021620141,0.016752821,0.013121378,0.010348188,0.008561377,0.00727061,0.006326601,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged40-44|Secondary Education,million,,,,,,,,,,,,,5.912512357,5.956702956,6.059899501,6.08810677,5.811503233,5.294721499,4.520824246,4.373520564,4.250164433,3.737752093,3.544048288,3.304147827,3.026583894,2.866761925,2.716508548,2.547154581,2.382553338,2.242328917,2.116142099,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged40-44|Tertiary Education,million,,,,,,,,,,,,,3.886809658,3.893279882,4.08937349,5.894052969,6.779732643,7.348892104,7.329269713,8.143482851,8.963113705,8.834270143,9.31694676,9.61396176,9.719368515,9.84009451,9.913355654,9.839186025,9.706435095,9.602665351,9.497808867,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged45-49,million,,,,,,,,,,,,,11.353267,10.2966128,10.42182598,10.56678392,12.28849619,12.85385348,12.88816074,12.0832744,12.73969499,13.43333806,12.78760907,13.04930396,13.07804059,12.87591888,12.81106638,12.70832783,12.43955789,12.11796714,11.85153049,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged45-49|No Education,million,,,,,,,,,,,,,0.080021106,0.070524853,0.069815541,0.064713522,0.035524679,0.013542391,0.012083649,0.009592931,0.008364398,0.007729872,0.006937452,0.007118397,0.00717215,0.007097851,0.007069616,0.007019379,0.006876252,0.006701813,0.006555899,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged45-49|Primary Education,million,,,,,,,,,,,,,0.478207587,0.444990468,0.488964123,0.313598185,0.221492164,0.172562943,0.136145433,0.100891044,0.083661839,0.06877734,0.05100818,0.039799427,0.029913977,0.021763794,0.016841252,0.013171026,0.010371481,0.00856592,0.007261593,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged45-49|Secondary Education,million,,,,,,,,,,,,,6.71229943,5.896902787,5.960405098,6.079362454,6.10902362,5.843041013,5.331868739,4.56514008,4.417058861,4.294549391,3.783281431,3.581958823,3.334762419,3.049999069,2.884436834,2.728719405,2.55432134,2.385061538,2.240765376,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged45-49|Tertiary Education,million,,,,,,,,,,,,,4.082738877,3.88419469,3.902641213,4.109109763,5.922455729,6.824707137,7.408062915,7.407650344,8.230609897,9.062281458,8.946382008,9.42042731,9.706192042,9.79705817,9.902718681,9.959418016,9.86798882,9.717637864,9.596947618,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged5-9,million,,,,,,,,,,,,,10.672778,11.272581,10.54244978,10.89767851,11.05321575,11.01777921,11.13150888,11.2862511,11.29103781,11.23671573,11.22204096,11.20836826,11.18255763,11.12801501,11.0144987,10.84753162,10.66557171,10.48867511,10.30966685,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged5-9|No Education,million,,,,,,,,,,,,,10.672778,11.272581,10.54244978,10.89767851,11.05321575,11.01777921,11.13150888,11.2862511,11.29103781,11.23671573,11.22204096,11.20836826,11.18255763,11.12801501,11.0144987,10.84753162,10.66557171,10.48867511,10.30966685,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged50-54,million,,,,,,,,,,,,,10.922031,11.16679375,10.18103782,10.34051839,10.51817686,12.25075902,12.84614228,12.90427197,12.13114021,12.79869845,13.5068398,12.85317074,13.10799935,13.12842524,12.91551928,12.83960832,12.72484227,12.44217493,12.10697152,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged50-54|No Education,million,,,,,,,,,,,,,0.081739773,0.077410775,0.068685558,0.068335055,0.06362971,0.035018577,0.013398973,0.011991095,0.009556951,0.008347489,0.007728559,0.006940508,0.007122891,0.007177409,0.00710209,0.007071708,0.007018122,0.00686856,0.006686766,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged50-54|Primary Education,million,,,,,,,,,,,,,0.415094023,0.465695487,0.436022962,0.481261519,0.309863112,0.219321845,0.171443008,0.135597537,0.100829649,0.083719579,0.068923773,0.051127755,0.039886393,0.029972765,0.021797502,0.016858325,0.01317559,0.010364488,0.008550289,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged50-54|Secondary Education,million,,,,,,,,,,,,,6.564550615,6.598359753,5.827560155,5.911231299,6.048023696,6.085755708,5.835137855,5.334697397,4.58023955,4.434939057,4.315877187,3.801071198,3.596807264,3.346659436,3.058688377,2.890356447,2.731900128,2.55455006,2.382604703,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged50-54|Tertiary Education,million,,,,,,,,,,,,,3.860646588,4.025327733,3.848769141,3.879690514,4.096660342,5.910662887,6.826162441,7.421985942,7.440514056,8.271692322,9.11431028,8.994031282,9.464182797,9.744615631,9.827931308,9.925321844,9.972748433,9.870391825,9.709129759,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged55-59,million,,,,,,,,,,,,,9.421989,10.59849044,10.88683016,9.983580765,10.18285425,10.39713981,12.14285602,12.76824133,12.8573219,12.11891655,12.80152303,13.51329183,12.86221173,13.11756725,13.13663236,12.92039748,12.84003941,12.71726781,12.42584654,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged55-59|No Education,million,,,,,,,,,,,,,0.070179506,0.077511872,0.073894916,0.066078123,0.06615163,0.061930866,0.034224114,0.013150363,0.011816105,0.009456535,0.008281785,0.007680093,0.00690662,0.007095906,0.007156073,0.007084804,0.007056705,0.00700034,0.006846142,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged55-59|Primary Education,million,,,,,,,,,,,,,0.351020778,0.397199796,0.448286859,0.422677018,0.469136312,0.303457625,0.215555465,0.169140315,0.134225888,0.100161571,0.083337966,0.068682247,0.050994901,0.039808266,0.029926594,0.021768168,0.016836158,0.013151302,0.010337416,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged55-59|Secondary Education,million,,,,,,,,,,,,,5.355037404,6.364918776,6.428196009,5.710523508,5.817714271,5.974178524,6.026557549,5.794260602,5.310589034,4.571958973,4.432799326,4.315360719,3.801844685,3.597971605,3.347666917,3.059068037,2.889893856,2.729795835,2.550743367,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged55-59|Tertiary Education,million,,,,,,,,,,,,,3.645751313,3.758859992,3.936452372,3.784302116,3.829852039,4.057572797,5.866518894,6.791690055,7.400690875,7.437339475,8.277103949,9.121568766,9.00246552,9.472691476,9.751882779,9.832476476,9.926252691,9.967320332,9.857919612,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged60-64,million,,,,,,,,,,,,,7.979282,8.995141415,10.17260049,10.51332278,9.7062749,9.950250116,10.20913453,11.96658938,12.62846723,12.75437885,12.05793942,12.75476225,13.47557834,12.83594632,13.0969783,13.11980858,12.90546702,12.82123875,12.69245765,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged60-64|No Education,million,,,,,,,,,,,,,0.060958108,0.064924089,0.072272315,0.069496264,0.062716448,0.063254864,0.059631691,0.033126008,0.012800084,0.011559514,0.009297783,0.00816985,0.007595656,0.006846499,0.007046995,0.007117056,0.007053897,0.007026001,0.006966335,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged60-64|Primary Education,million,,,,,,,,,,,,,0.35248371,0.328652657,0.374536464,0.426015271,0.405003518,0.452538769,0.294472753,0.210138356,0.165722568,0.132063633,0.098962444,0.08254964,0.068159369,0.050690861,0.039620304,0.029813492,0.021700413,0.016781117,0.013101001,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged60-64|Secondary Education,million,,,,,,,,,,,,,4.222740559,5.105586423,6.102592636,6.201666335,5.546828153,5.680505884,5.860806563,5.93200845,5.723975225,5.262227838,4.54445346,4.412843658,4.300216968,3.791842846,3.590624956,3.342137706,3.054658354,2.884914181,2.723751419,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged60-64|Tertiary Education,million,,,,,,,,,,,,,3.343099623,3.495978246,3.623199071,3.816144914,3.691726781,3.753950599,3.994223522,5.791316566,6.725969348,7.348527869,7.405225729,8.251199102,9.099606346,8.986566111,9.459686041,9.740740331,9.82205436,9.912517448,9.948638899,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged65-69,million,,,,,,,,,,,,,5.735088,7.423660751,8.436012086,9.61332693,10.01388064,9.317891861,9.61545744,9.923842162,11.69809207,12.40362866,12.57675388,11.9275799,12.64593622,13.38568743,12.76919203,13.04362685,13.07754114,12.86517586,12.77798332,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged65-69|No Education,million,,,,,,,,,,,,,0.051276439,0.054352688,0.05849686,0.065816119,0.063967351,0.058335687,0.059395209,0.05645443,0.031611336,0.012306255,0.0111887,0.009053011,0.007992875,0.007462567,0.006750535,0.006968796,0.007055074,0.006996778,0.006967092,,,,,,,,,,
IIASA-WiC POP,SSP1_v9_130115,USA,Population|Male|Aged65-69|Primary Education,million,,,,,,,,,,,,,0.347611162,0.319289435,0.300596908,0.345942161,0.397375772,0.381395954,0.429850791,0.281703733,0.202457371,0.160735577,0.128806867,0.096987177,0.081208484,0.067271351,0.050165308,0.039294807,0.029619827,0.021566763,0.016671809,,,,,,,,,,
